Class ID,Definitions,Definições
http://purl.obolibrary.org/obo/SYMP_0000149,,
http://purl.obolibrary.org/obo/SYMP_0000259,,
http://purl.obolibrary.org/obo/SYMP_0000729,,
http://purl.obolibrary.org/obo/SYMP_0000746,Enanthem is a skin and integumentary tissue symptom characterized as an eruption on a mucous surface.,Enanthem é um sintoma de pele e tecido tegumentar caracterizado como erupção em uma superfície mucosa.
http://purl.obolibrary.org/obo/SYMP_0000412,Anxiety is a neurological and physiological symptom characterized by a painful or apprehensive uneasiness of mind usually over an impending or anticipated ill.,"A ansiedade é um sintoma neurológico e fisiológico caracterizado por um desconforto mental doloroso ou apreensivo, geralmente devido a uma doença iminente ou antecipada."
http://purl.obolibrary.org/obo/SYMP_0000498,,
http://purl.obolibrary.org/obo/SYMP_0000021,"Delirium is a neurological and physiological symptom characterized by a mental disturbance characterized by confusion, disordered speech, and hallucinations.","Delirium é um sintoma neurológico e fisiológico caracterizado por um distúrbio mental caracterizado por confusão, fala desordenada e alucinações."
http://purl.obolibrary.org/obo/SYMP_0000838,"Breakthrough pain is a pain that occurs with movement and is not controlled by a scheduled pain medication regimen, such that the pain breaks through the current regimen. This is usually referred to in the context of a short and long acting opioid, the short acting opioid being used to treat the breakthrough pain.","A dor do tipo breakthrough é uma dor que ocorre com o movimento e não é controlada por um regime de analgésico programado, de forma que a dor rompe o regime atual. Isso geralmente é referido no contexto de um opioide de ação curta e longa, o opioide de ação curta sendo usado para tratar a dor irruptiva."
http://purl.obolibrary.org/obo/SYMP_0019176,Malaise is a neurological and physiological symptom characterized as an indefinite feeling of debility or lack of health often indicative of or accompanying the onset of an illness.,"O mal-estar é um sintoma neurológico e fisiológico caracterizado como uma sensação indefinida de debilidade ou falta de saúde, muitas vezes indicativa ou acompanhando o início de uma doença."
http://purl.obolibrary.org/obo/SYMP_0000752,,
http://purl.obolibrary.org/obo/SYMP_0000172,,
http://purl.obolibrary.org/obo/SYMP_0000155,,
http://purl.obolibrary.org/obo/SYMP_0000282,,
http://purl.obolibrary.org/obo/SYMP_0000025,,
http://purl.obolibrary.org/obo/SYMP_0000008,doid/symp duplicate,duplicata doid / simp
http://purl.obolibrary.org/obo/SYMP_0000719,,
http://purl.obolibrary.org/obo/SYMP_0000829,"Neck pain is a pain characterized by an unpleasant sensation localized in the neck that usually indicates the body is threatened or damaged. The sensation may be sharp or dull, short-lived or chronic, intermittent or continual.","A dor no pescoço é uma dor caracterizada por uma sensação desagradável localizada no pescoço que geralmente indica que o corpo está ameaçado ou danificado. A sensação pode ser aguda ou maçante, de curta duração ou crônica, intermitente ou contínua."
http://purl.obolibrary.org/obo/SYMP_0000402,"Cachexia is a nutrition, metabolism, and development symptom characterized by a general physical wasting and malnutrition usually associated with chronic disease.","A caquexia é um sintoma de nutrição, metabolismo e desenvolvimento caracterizado por um desgaste físico geral e desnutrição geralmente associados a doenças crônicas."
http://purl.obolibrary.org/obo/SYMP_0000512,,
http://purl.obolibrary.org/obo/SYMP_0000622,,
http://purl.obolibrary.org/obo/SYMP_0000605,,
http://purl.obolibrary.org/obo/SYMP_0019167,Pustule is a skin and integumentary tissue symptom characterized as a small circumscribed elevation of the skin containing pus and having an inflamed base.,Pústula é um sintoma de pele e tecido tegumentar caracterizado como uma pequena elevação circunscrita da pele contendo pus e tendo uma base inflamada.
http://purl.obolibrary.org/obo/SYMP_0000599,,
http://purl.obolibrary.org/obo/SYMP_0000489,,
http://purl.obolibrary.org/obo/SYMP_0000365,,
http://purl.obolibrary.org/obo/SYMP_0000272,,
http://purl.obolibrary.org/obo/SYMP_0000382,,
http://purl.obolibrary.org/obo/SYMP_0000255,,
http://purl.obolibrary.org/obo/SYMP_0000742,Gum bleeding is a mouth symptom characterized by a copious discharge of blood from the blood vessels of the mucosal tissue that lies over the alveolar bone.,O sangramento gengival é um sintoma bucal caracterizado por uma descarga abundante de sangue dos vasos sanguíneos do tecido da mucosa que fica sobre o osso alveolar.
http://purl.obolibrary.org/obo/SYMP_0000852,Anuria is a urinary system symptom characterized by the absence of or defective urine excretion.|doid/symp duplicate,A anúria é um sintoma do sistema urinário caracterizado pela ausência ou deficiência de excreção urinária. | Doid / duplicata simp
http://purl.obolibrary.org/obo/SYMP_0000497,,
http://purl.obolibrary.org/obo/SYMP_0000180,,
http://purl.obolibrary.org/obo/SYMP_0000163,,
http://purl.obolibrary.org/obo/SYMP_0000016,"Confusion is a neurological and physiological symptom characterized by a disturbance of consciousness characterized by inability to engage in orderly thought or by lack of power to distinguish, choose, or act decisively.","A confusão é um sintoma neurológico e fisiológico caracterizado por uma perturbação da consciência caracterizada pela incapacidade de se envolver em pensamentos ordenados ou por falta de poder para distinguir, escolher ou agir decisivamente."
http://purl.obolibrary.org/obo/SYMP_0000503,,
http://purl.obolibrary.org/obo/SYMP_0000699,,
http://purl.obolibrary.org/obo/SYMP_0000479,Abnormality of gait is a nervous system and musculoskeletal system symptom characterized by a difficulty in the manner of walking or moving on foot.,A anormalidade da marcha é um sintoma do sistema nervoso e do sistema musculoesquelético caracterizado por dificuldade na maneira de caminhar ou mover-se a pé.
http://purl.obolibrary.org/obo/SYMP_0000589,,
http://purl.obolibrary.org/obo/SYMP_0019148,,
http://purl.obolibrary.org/obo/SYMP_0019163,,
http://purl.obolibrary.org/obo/SYMP_0019180,Constipation is a feces and droppings symptom involving the abnormally delayed or infrequent passage of dry hardened feces.|doid/symp duplicate,A constipação é um sintoma de fezes e fezes que envolve a passagem anormalmente atrasada ou infrequente de fezes secas e endurecidas. | Doid / duplicata simp
http://purl.obolibrary.org/obo/SYMP_0000356,doid/symp duplicate,duplicata doid / simp
http://purl.obolibrary.org/obo/SYMP_0000373,,
http://purl.obolibrary.org/obo/SYMP_0000136,"Skin ulcer is a skin lesion characterized as a break in skin with loss of surface tissue, disintegration and necrosis of epithelial tissue, and often pus.","Úlcera cutânea é uma lesão cutânea caracterizada como fissura na pele com perda de tecido superficial, desintegração e necrose do tecido epitelial e, frequentemente, pus."
http://purl.obolibrary.org/obo/SYMP_0000153,doid/symp duplicate,duplicata doid / simp
http://purl.obolibrary.org/obo/SYMP_0000263,Epididymitis is a reproductive system symptom characterized by an inflammation of the epididymis.|doid/symp duplicate,A epididimite é um sintoma do sistema reprodutor caracterizado por uma inflamação do epidídimo. | Doid / duplicata simp
http://purl.obolibrary.org/obo/SYMP_0000246,,
http://purl.obolibrary.org/obo/SYMP_0000006,Backache is a pain occurring in the lower back.,Dor nas costas é uma dor que ocorre na parte inferior das costas.
http://purl.obolibrary.org/obo/SYMP_0000750,,
http://purl.obolibrary.org/obo/SYMP_0000733,,
http://purl.obolibrary.org/obo/SYMP_0000843,Functional hyperemia is a hyperemia occuring due to an increase in blood flow to a tissue due to the presence of metabolites and a change in general conditions.,A hiperemia funcional é uma hiperemia que ocorre devido a um aumento no fluxo sanguíneo para um tecido devido à presença de metabólitos e uma mudança nas condições gerais.
http://purl.obolibrary.org/obo/SYMP_0000860,Postural instability hypokinesia is a hypokinesia described as a loss of ability to maintain an upright posture.,A hipocinesia de instabilidade postural é uma hipocinesia descrita como uma perda da capacidade de manter uma postura ereta.
http://purl.obolibrary.org/obo/SYMP_0000603,Tachypnea is a respiratory abnormality characterized by an increased rate of respiration.,A taquipnéia é uma anormalidade respiratória caracterizada por um aumento da frequência respiratória.
http://purl.obolibrary.org/obo/SYMP_0019181,,
http://purl.obolibrary.org/obo/SYMP_0000173,,
http://purl.obolibrary.org/obo/SYMP_0000283,doid/symp duplicate,duplicata doid / simp
http://purl.obolibrary.org/obo/SYMP_0000393,,
http://purl.obolibrary.org/obo/SYMP_0000190,,
http://purl.obolibrary.org/obo/SYMP_0000770,,
http://purl.obolibrary.org/obo/SYMP_0000880,Prolonged fever is a fever that persists over a prolonged period of time.,A febre prolongada é aquela que persiste por um período de tempo prolongado.
http://purl.obolibrary.org/obo/SYMP_0000737,,
http://purl.obolibrary.org/obo/SYMP_0000847,Spastic paralysis is a paralysis characterized by tonic spasm of the affected muscles and with increased tendon reflexes.,A paralisia espástica é uma paralisia caracterizada por espasmo tônico dos músculos afetados e com reflexos tendinosos aumentados.
http://purl.obolibrary.org/obo/SYMP_0000043,,
http://purl.obolibrary.org/obo/SYMP_0000026,,
http://purl.obolibrary.org/obo/SYMP_0000530,"Palpitation is a cardiovascykar system symptom characterized by an abnormal awareness of the beating of the heart,whether it is too slow, too fast, irregular, or at its normal frequency when excited by violent exertion, strong emotion, or disease.","A palpitação é um sintoma do sistema cardiovascocar caracterizado por uma percepção anormal das batidas do coração, seja muito lento, muito rápido, irregular ou em sua frequência normal quando excitado por esforço violento, emoção forte ou doença."
http://purl.obolibrary.org/obo/SYMP_0000640,,
http://purl.obolibrary.org/obo/SYMP_0000513,Stridor is a respiratory system and chest symptom characterized by a harsh vibrating sound heard during respiration in cases of obstruction of the air passages.,O estridor é um sintoma do sistema respiratório e do tórax caracterizado por um som estridente de vibração ouvido durante a respiração em casos de obstrução das vias aéreas.
http://purl.obolibrary.org/obo/SYMP_0000623,,
http://purl.obolibrary.org/obo/SYMP_0000420,Bloating is a digestive system symptom involving the accumulation of gas in the digestive tract and resulting in abdominal distension.,O inchaço é um sintoma do sistema digestivo que envolve o acúmulo de gases no trato digestivo e resulta em distensão abdominal.
http://purl.obolibrary.org/obo/SYMP_0000403,,
http://purl.obolibrary.org/obo/SYMP_0000392,,
http://purl.obolibrary.org/obo/SYMP_0019168,"Pneumonia is a pneumonitis characterized as an inflammatory illness of the lung resulting from a variety of causes including infection with bacteria, viruses, fungi, or parasites, and chemical or physical injury to the lungs. Its cause may also be officially described as idiopathic, that is, unknown, when infectious causes have been excluded.|doid/symp duplicate","A pneumonia é uma pneumonite caracterizada como uma doença inflamatória do pulmão resultante de uma variedade de causas, incluindo infecção por bactérias, vírus, fungos ou parasitas e lesões químicas ou físicas nos pulmões. Sua causa também pode ser oficialmente descrita como idiopática, ou seja, desconhecida, quando as causas infecciosas forem excluídas. | Doid / duplicata simp"
http://purl.obolibrary.org/obo/SYMP_0019185,"A behavioral symptom that is characterized by speech, language and communication needs or communication disabilities.","Um sintoma comportamental caracterizado por necessidades de fala, linguagem e comunicação ou deficiências de comunicação."
http://purl.obolibrary.org/obo/SYMP_0000017,,
http://purl.obolibrary.org/obo/SYMP_0000034,,
http://purl.obolibrary.org/obo/SYMP_0000411,,
http://purl.obolibrary.org/obo/SYMP_0000504,Headache is a pain characterized by a pain in the head.,A dor de cabeça é uma dor caracterizada por uma dor de cabeça.
http://purl.obolibrary.org/obo/SYMP_0000521,,
http://purl.obolibrary.org/obo/SYMP_0000631,doid/symp duplicate,duplicata doid / simp
http://purl.obolibrary.org/obo/SYMP_0000273,,
http://purl.obolibrary.org/obo/SYMP_0000383,,
http://purl.obolibrary.org/obo/SYMP_0000760,A skin and integumentary tissue symptom characterized as a minute reddish or purplish spot containing blood that appears in skin or mucous membrane as a result of localized hemorrhage.,Sintoma de pele e tecido tegumentar caracterizado como uma pequena mancha avermelhada ou arroxeada contendo sangue que aparece na pele ou membrana mucosa como resultado de hemorragia localizada.
http://purl.obolibrary.org/obo/SYMP_0000870,Icteric eyes is a eye symptom characterized by yellowed eyes due to bile or bilirubin accumulation.,Olhos ictéricos é um sintoma ocular caracterizado por olhos amarelados devido ao acúmulo de bile ou bilirrubina.
http://purl.obolibrary.org/obo/SYMP_0000290,Belching is a digestive system symptom involving the sudden expulsion of gas from the stomach through the mouth.,O arroto é um sintoma do sistema digestivo que envolve a expulsão repentina de gases do estômago pela boca.
http://purl.obolibrary.org/obo/SYMP_0000613,Fever is a neurological and physiological symptom characterized by a rise of body temperature above the normal whether a natural response (as to infection) or artificially induced for therapeutic reasons.,"A febre é um sintoma neurológico e fisiológico caracterizado por um aumento da temperatura corporal acima do normal, seja uma resposta natural (quanto à infecção) ou induzida artificialmente por razões terapêuticas."
http://purl.obolibrary.org/obo/SYMP_0000164,,
http://purl.obolibrary.org/obo/SYMP_0000181,,
http://purl.obolibrary.org/obo/SYMP_0019158,Eschar is a skin and integumentary tissue symptom characterized as a scab formed especially after a burn.,A escara é um sintoma da pele e do tecido tegumentar caracterizado como uma crosta formada especialmente após uma queimadura.
http://purl.obolibrary.org/obo/SYMP_0000751,,
http://purl.obolibrary.org/obo/SYMP_0000861,Freezing hypokinesia is a hypkinesia where a person can not move their muscles how they want them to.,A hipocinesia congelante é uma hipocinesia em que uma pessoa não consegue mover os músculos como gostaria.
http://purl.obolibrary.org/obo/SYMP_0000171,,
http://purl.obolibrary.org/obo/SYMP_0000154,,
http://purl.obolibrary.org/obo/SYMP_0000007,"A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.","Sintoma geral que se caracteriza como um ato, instância ou resultado de sangramento ou o processo pelo qual algo é sangrado: como fuga de sangue dos vasos."
http://purl.obolibrary.org/obo/SYMP_0000604,Wheezing is a respiratory abnormality characterized by breathing with difficulty usually with a whistling sound.,"Sibilância é uma anormalidade respiratória caracterizada por respirar com dificuldade, geralmente com um som de assobio."
http://purl.obolibrary.org/obo/SYMP_0019149,,
http://purl.obolibrary.org/obo/SYMP_0000168,,
http://purl.obolibrary.org/obo/SYMP_0000508,Aphasia is a nervous system symptom characterized by a loss or impairment of the power to use or comprehend words usually resulting from brain damage.|doid/symp duplicate,"A afasia é um sintoma do sistema nervoso caracterizado por uma perda ou diminuição da capacidade de usar ou compreender palavras, geralmente resultante de lesão cerebral. | Doid / simpl duplicado"
http://purl.obolibrary.org/obo/SYMP_0000264,,
http://purl.obolibrary.org/obo/SYMP_0000281,,
http://purl.obolibrary.org/obo/SYMP_0000374,,
http://purl.obolibrary.org/obo/SYMP_0000391,,
http://purl.obolibrary.org/obo/SYMP_0000364,,
http://purl.obolibrary.org/obo/SYMP_0000347,,
http://purl.obolibrary.org/obo/SYMP_0000030,Paralysis is a nervous system symptom characterized by a complete or partial loss of function especially when involving the power of motion or of sensation in any part of the body.,"A paralisia é um sintoma do sistema nervoso caracterizado por uma perda total ou parcial da função, especialmente quando envolve a força de movimento ou de sensação em qualquer parte do corpo."
http://purl.obolibrary.org/obo/SYMP_0000851,Gross hematuria is a hematuria characterized by the production of a visible redness in the urine.,A hematúria macroscópica é uma hematúria caracterizada pela produção de uma vermelhidão visível na urina.
http://purl.obolibrary.org/obo/SYMP_0000834,Hypoesthesia is a general symptom where there is a diminished sensitivity to stimulation.,A hipoestesia é um sintoma geral em que há uma sensibilidade diminuída à estimulação.
http://purl.obolibrary.org/obo/SYMP_0019172,,
http://purl.obolibrary.org/obo/SYMP_0000158,,
http://purl.obolibrary.org/obo/SYMP_0000268,,
http://purl.obolibrary.org/obo/SYMP_0000378,,
http://purl.obolibrary.org/obo/SYMP_0000865,,
http://purl.obolibrary.org/obo/SYMP_0000738,,
http://purl.obolibrary.org/obo/SYMP_0000848,Motor paralysis is a paralysis where there is a complete or partial loss of function the voluntary muscles.,A paralisia motora é uma paralisia em que há uma perda completa ou parcial da função dos músculos voluntários.
http://purl.obolibrary.org/obo/SYMP_0000755,,
http://purl.obolibrary.org/obo/SYMP_0000761,,
http://purl.obolibrary.org/obo/SYMP_0000871,Icteric mucous membrane is a skin and integumentary tissue symptom characterized as a yellowed mucous membranes due to bile or bilirubin accumulation.,A membrana mucosa ictérica é um sintoma de pele e tecido tegumentar caracterizado como membranas mucosas amareladas devido ao acúmulo de bile ou bilirrubina.
http://purl.obolibrary.org/obo/SYMP_0000614,Cough is a respiratory system and chest symptom characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance.,"A tosse é um sintoma do sistema respiratório e do tórax caracterizado por uma expulsão explosiva de ar dos pulmões, atuando como um mecanismo de proteção para limpar as passagens de ar ou como um sintoma de distúrbio pulmonar."
http://purl.obolibrary.org/obo/SYMP_0000178,,
http://purl.obolibrary.org/obo/SYMP_0000195,,
http://purl.obolibrary.org/obo/SYMP_0019159,doid/symp duplicate,duplicata doid / simp
http://purl.obolibrary.org/obo/SYMP_0000792,,
http://purl.obolibrary.org/obo/SYMP_0000775,,
http://purl.obolibrary.org/obo/SYMP_0000885,,
http://purl.obolibrary.org/obo/SYMP_0000048,,
http://purl.obolibrary.org/obo/SYMP_0000645,,
http://purl.obolibrary.org/obo/SYMP_0000628,,
http://purl.obolibrary.org/obo/SYMP_0000408,"Cataplexy is a muscle symptom characterized by a sudden loss of muscle control with retention of clear consciousness that follows a strong emotional stimulus (as elation, surprise, or anger) and is a characteristic symptom of narcolepsy.","A cataplexia é um sintoma muscular caracterizado por uma perda repentina do controle muscular com retenção da consciência clara que segue um forte estímulo emocional (como euforia, surpresa ou raiva) e é um sintoma característico da narcolepsia."
http://purl.obolibrary.org/obo/SYMP_0000425,,
http://purl.obolibrary.org/obo/SYMP_0000518,,
http://purl.obolibrary.org/obo/SYMP_0000535,,
http://purl.obolibrary.org/obo/SYMP_0000274,,
http://purl.obolibrary.org/obo/SYMP_0000291,,
http://purl.obolibrary.org/obo/SYMP_0000384,,
http://purl.obolibrary.org/obo/SYMP_0000783,,
http://purl.obolibrary.org/obo/SYMP_0000039,Enteritis is a digestive system symptom involving the inflammation of the small intestines and especially of the human ileum.,"Enterite é um sintoma do sistema digestivo que envolve a inflamação do intestino delgado e, especialmente, do íleo humano."
http://purl.obolibrary.org/obo/SYMP_0000509,,
http://purl.obolibrary.org/obo/SYMP_0000416,,
http://purl.obolibrary.org/obo/SYMP_0000526,An abdominal symptom consisting of an abnormal accumulation of serous fluid in the spaces between tissues and organs in the cavity of the abdomen.,Sintoma abdominal que consiste em um acúmulo anormal de fluido seroso nos espaços entre os tecidos e órgãos na cavidade do abdômen.
http://purl.obolibrary.org/obo/SYMP_0000388,,
http://purl.obolibrary.org/obo/SYMP_0000302,Hypothermia is a neurological and physiological symptom characterized by a subnormal temperature of the body as defined by a temperature under 36.6 degrees Celcius.,"A hipotermia é um sintoma neurológico e fisiológico caracterizado por uma temperatura corporal subnormal definida por uma temperatura abaixo de 36,6 graus Celsius."
http://purl.obolibrary.org/obo/SYMP_0000765,,
http://purl.obolibrary.org/obo/SYMP_0000875,Lameness is a musculoskeletal system symptom where a person is physically disabled as the result of having a body part and especially a limb so disabled as to impair freedom of movement.,A claudicação é um sintoma do sistema músculo-esquelético em que uma pessoa é fisicamente incapacitada por ter uma parte do corpo e especialmente um membro incapacitado a ponto de prejudicar a liberdade de movimento.
http://purl.obolibrary.org/obo/SYMP_0000892,Sensation perception is a nervous system symptom where the information perceived by sensory receptors are interpreted.,A percepção sensorial é um sintoma do sistema nervoso em que as informações percebidas pelos receptores sensoriais são interpretadas.
http://purl.obolibrary.org/obo/SYMP_0000748,,
http://purl.obolibrary.org/obo/SYMP_0000858,Hypokinesia is a musculoskeletal system  symptom characterized by the slow or diminished movement of body musculature. It may be associated with basal ganglia diseases,A hipocinesia é um sintoma do sistema músculo-esquelético caracterizado pelo movimento lento ou diminuído da musculatura corporal. Pode estar associada a doenças dos gânglios da base
http://purl.obolibrary.org/obo/SYMP_0000295,,
http://purl.obolibrary.org/obo/SYMP_0000278,,
http://purl.obolibrary.org/obo/SYMP_0000618,,
http://purl.obolibrary.org/obo/SYMP_0000186,Synonym of fatigue perhaps ?,"Sinônimo de fadiga, talvez?"
http://purl.obolibrary.org/obo/SYMP_0000169,,
http://purl.obolibrary.org/obo/SYMP_0000773,,
http://purl.obolibrary.org/obo/SYMP_0000739,,
http://purl.obolibrary.org/obo/SYMP_0000756,A reproductive system symptom characterized by an abnormally profuse menstrual flow.,Sintoma do sistema reprodutivo caracterizado por um fluxo menstrual anormalmente abundante.
http://purl.obolibrary.org/obo/SYMP_0000849,"Stillbirth is a reproductive system symptom characterized by the birth of a dead fetus, occurs when a fetus which has died in the uterus or during labor or delivery exits a woman's body.","A natimortalidade é um sintoma do sistema reprodutivo caracterizado pelo nascimento de um feto morto, ocorre quando um feto que morreu no útero ou durante o trabalho de parto ou parto sai do corpo da mulher."
http://purl.obolibrary.org/obo/SYMP_0000883,Very high fever is a fever that involves extremely high temperatures.,Febre muito alta é uma febre que envolve temperaturas extremamente altas.
http://purl.obolibrary.org/obo/SYMP_0000866,Cervical edema is a neck symptom characterized by an abnormal excess accumulation of serous fluid in the soft tissue of the cervical area.,O edema cervical é um sintoma cervical caracterizado por um acúmulo excessivo anormal de fluido seroso no tecido mole da região cervical.
http://purl.obolibrary.org/obo/SYMP_0000176,,
http://purl.obolibrary.org/obo/SYMP_0000159,,
http://purl.obolibrary.org/obo/SYMP_0000286,,
http://purl.obolibrary.org/obo/SYMP_0000269,,
http://purl.obolibrary.org/obo/SYMP_0000422,"Dyspepsia is a digestive system symptom referred to as indigestion resulting from an impairment to digestion caused by ulcer, gall bladder disease or inflamed colon. Related symptoms include weakness, loss of appetite, and depression.|doid/symp duplicate","A dispepsia é um sintoma do sistema digestivo conhecido como indigestão, resultante de um comprometimento da digestão causado por úlcera, doença da vesícula biliar ou cólon inflamado. Os sintomas relacionados incluem fraqueza, perda de apetite e depressão. | Doid / simpl duplicado"
http://purl.obolibrary.org/obo/SYMP_0000532,Urge incontinence is a urinary incontinence characterized by an involuntary leakage of urine from the bladder when a sudden strong need to urinate is felt.,A incontinência de urgência é uma incontinência urinária caracterizada por um vazamento involuntário de urina da bexiga quando uma forte necessidade repentina de urinar é sentida.
http://purl.obolibrary.org/obo/SYMP_0000642,,
http://purl.obolibrary.org/obo/SYMP_0000062,,
http://purl.obolibrary.org/obo/SYMP_0000045,,
http://purl.obolibrary.org/obo/SYMP_0000609,,
http://purl.obolibrary.org/obo/SYMP_0000407,,
http://purl.obolibrary.org/obo/SYMP_0019186,A behavioral symptom that is characterized by obsessive and highly-focused interests.,Um sintoma comportamental caracterizado por interesses obsessivos e altamente focados.
http://purl.obolibrary.org/obo/SYMP_0000379,,
http://purl.obolibrary.org/obo/SYMP_0000396,,
http://purl.obolibrary.org/obo/SYMP_0000369,Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.|doid/symp duplicate,A ptose é um sintoma geral caracterizado por flacidez ou prolapso de um órgão ou parte. | Doid / duplicata simp
http://purl.obolibrary.org/obo/SYMP_0000839,Acute pain is a pain that is severe but lasts a relatively short time.,"A dor aguda é uma dor intensa, mas que dura um tempo relativamente curto."
http://purl.obolibrary.org/obo/SYMP_0000856,Subjective vertigo is a vertigo characterized by a sensation that one's body is revolving in space.,A vertigem subjetiva é uma vertigem caracterizada pela sensação de que o corpo está girando no espaço.
http://purl.obolibrary.org/obo/SYMP_0000052,,
http://purl.obolibrary.org/obo/SYMP_0000035,,
http://purl.obolibrary.org/obo/SYMP_0000522,,
http://purl.obolibrary.org/obo/SYMP_0000632,,
http://purl.obolibrary.org/obo/SYMP_0019177,"Fatigue is a neurological and physiological symptom characterized by a weariness or exhaustion from labor, exertion, or stress.","A fadiga é um sintoma neurológico e fisiológico caracterizado por cansaço ou exaustão devido ao trabalho de parto, esforço ou estresse."
http://purl.obolibrary.org/obo/SYMP_0000747,,
http://purl.obolibrary.org/obo/SYMP_0000764,,
http://purl.obolibrary.org/obo/SYMP_0000167,,
http://purl.obolibrary.org/obo/SYMP_0000277,,
http://purl.obolibrary.org/obo/SYMP_0000413,"Catatonia is a neurological and physiological symptom characterized by a marked psychomotor disturbance that may involve stupor or mutism, negativism, rigidity, purposeless excitement, echolalia, echopraxia, and inappropriate or bizarre posturing and is associated with various medical conditions (as schizophrenia and mood disorders).","Catatonia é um sintoma neurológico e fisiológico caracterizado por um distúrbio psicomotor acentuado que pode envolver estupor ou mutismo, negativismo, rigidez, excitação sem propósito, ecolalia, ecopraxia e postura inadequada ou bizarra e está associado a várias condições médicas (como esquizofrenia e transtornos de humor) ."
http://purl.obolibrary.org/obo/SYMP_0000430,Pleuritic chest pain is a chest pain caused by an inflammation of the pleural cavity with a sharp pain resulting from the exansion of the lungs as the inflammed pleural layers rub against each other.,A dor torácica pleurítica é uma dor torácica causada por uma inflamação da cavidade pleural com uma dor aguda resultante da exansão dos pulmões à medida que as camadas pleurais inflamadas esfregam uma contra a outra.
http://purl.obolibrary.org/obo/SYMP_0000540,,
http://purl.obolibrary.org/obo/SYMP_0000523,"Anorexia is a nutrition, metabolism, and development symptom characterized by a loss of appetite especially when prolonged.","A anorexia é um sintoma nutricional, metabólico e de desenvolvimento caracterizado por uma perda de apetite, especialmente quando prolongada."
http://purl.obolibrary.org/obo/SYMP_0000070,,
http://purl.obolibrary.org/obo/SYMP_0000499,,
http://purl.obolibrary.org/obo/SYMP_0000292,,
http://purl.obolibrary.org/obo/SYMP_0000182,,
http://purl.obolibrary.org/obo/SYMP_0000072,,
http://purl.obolibrary.org/obo/SYMP_0000766,,
http://purl.obolibrary.org/obo/SYMP_0000893,"A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.","Pressão arterial baixa caracterizada por ou devido a pressão arterial anormalmente baixa, especialmente nas artérias da circulação sistêmica."
http://purl.obolibrary.org/obo/SYMP_0000876,Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.|doid/symp duplicate,Derrame pericárdico é um sintoma do sistema cardiovascular em que há um acúmulo anormal de líquido na cavidade pericárdica. | Doid / duplicata simp
http://purl.obolibrary.org/obo/SYMP_0000636,,
http://purl.obolibrary.org/obo/SYMP_0000619,,
http://purl.obolibrary.org/obo/SYMP_0000187,,
http://purl.obolibrary.org/obo/SYMP_0000784,,
http://purl.obolibrary.org/obo/SYMP_0000417,,
http://purl.obolibrary.org/obo/SYMP_0000544,,
http://purl.obolibrary.org/obo/SYMP_0000527,,
http://purl.obolibrary.org/obo/SYMP_0000637,,
